event_id|programme_id|artiste_id|image_url|alt|credit|licence
E003|||https://toulouse.cinemas-utopia.org/wp-content/uploads/2026/03/header-accueil-cinemas-utopia-1920.jpg|Programmation Utopia Borderouge — Utopia Toulouse|Cinémas Utopia Toulouse (toulouse.cinemas-utopia.org)|Droits réservés — usage éditorial source lieu
E003b|||https://toulouse.cinemas-utopia.org/wp-content/uploads/2026/03/header-accueil-cinemas-utopia-1920.jpg|Programmation Utopia Tournefeuille — Utopia Toulouse|Cinémas Utopia Toulouse (toulouse.cinemas-utopia.org)|Droits réservés — usage éditorial source lieu
E011b|||https://abc-toulouse.fr/images/affiches/f/fjord%20aff%20site.jpg|Films à l’affiche — Fjord — Cinéma ABC Toulouse|Cinéma ABC (abc-toulouse.fr)|Droits réservés — usage éditorial source lieu
E011|||https://abc-toulouse.fr/images/affiches/s/salvation%20aff%20site.jpg|Avant-première Salvation (Emin Alper) — Cinéma ABC Toulouse|Cinéma ABC (abc-toulouse.fr)|Droits réservés — usage éditorial source lieu
E036|||https://www.cinemalecratere.fr/images/stories/films/commelesoliviers.jpg|Séance Cratère 28 août — Comme les oliviers — Le Cratère|Le Cratère (cinemalecratere.fr)|Droits réservés — usage éditorial source lieu
E558|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/77537938-0510-4bd8-bc15-12966b96f078.jpg|Caméra Obscura — Centre culturel Bonnefoy|Centres culturels Toulouse / Secutix (centresculturels.toulouse.fr)|Droits réservés — usage éditorial source lieu
E006|||https://res.cloudinary.com/ct-cloudinary/image/upload/v1782119902/slide-PA-2000x1076_bbahab|Rentrée Cinémathèque — Cinémathèque de Toulouse|La Cinémathèque de Toulouse (lacinemathequedetoulouse.com / Cloudinary)|Droits réservés — usage éditorial source lieu
E037|||https://www.cinemalecratere.fr/images/stories/films/ce-n-est-pas-l-homosexuel-qui-est-pervers-mais-la-societe-dans-laquelle-il-vit-affiche.jpg|Séance Cratère 18 septembre — Le Cratère|Le Cratère (cinemalecratere.fr)|Droits réservés — usage éditorial source lieu
E038|||https://www.cinemalecratere.fr/images/stories/films/Cacahuete.jpg|Séance Cratère 20 septembre — Cacahuète — Le Cratère|Le Cratère (cinemalecratere.fr)|Droits réservés — usage éditorial source lieu
E035|||https://www.cinemalecratere.fr/images/stories/films/soiree-fin-d-ete-2026.jpg|Soirée Fin d’été Po’s Culture — Le Cratère|Le Cratère (cinemalecratere.fr)|Droits réservés — usage éditorial source lieu
E191|||https://cdt31.media.tourinsoft.eu/upload/FESTIVAL-RASSEMBLEES.jpg|Festival Rassemblées 2026 — Nouveau Théâtre Jules Julien|Toulouse Tourisme / Tourinsoft (toulouse-tourisme.com)|Droits réservés — usage éditorial source lieu
E001|||https://rosefestival.fr/wp-content/themes/rosefestival-2026/assets/img/meta.jpg|Rose Festival 2026 — MEETT|Rose Festival (rosefestival.fr)|Droits réservés — usage éditorial source lieu
E009|||https://pianojacobins.com/wp-content/uploads/2026/04/affiche-festival-piano-jacobins-2026-3.jpg|Festival Piano aux Jacobins 2026 — Cloître des Jacobins|Piano aux Jacobins (pianojacobins.com)|Droits réservés — usage éditorial source lieu
E015|||https://www.lesabattoirs.org/wp-content/uploads/2026/07/signo-agenda.jpg|Festival Sign’Ô — Village sur le parvis — Les Abattoirs|Les Abattoirs (lesabattoirs.org)|Droits réservés — usage éditorial source lieu
E589|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/dba0af57-a83d-44f4-9887-9aeae937f284.jpg|Bal Oc-Chaâbi / Fête de la rentrée — Centre culturel La Brique Rouge|Centres culturels Toulouse / Secutix (centresculturels.toulouse.fr)|Droits réservés — usage éditorial source lieu
E034|||https://www.cinemalecratere.fr/images/stories/films/Fifigrot-2026_post-1080x1350px.jpg|FIFIGROT 2026 au Cratère — Le Cratère|Le Cratère / FIFIGROT (cinemalecratere.fr)|Droits réservés — usage éditorial source lieu
E393|||https://www.cave-poesie.com/wp-content/uploads/2026/07/Affiche_A3_NO_FP_page-0001.jpg|Chez René 2026 — Lever de rideau — Cave Poésie René-Gouzenne|Cave Poésie René-Gouzenne (cave-poesie.com)|Droits réservés — usage éditorial source lieu
E394|||https://www.cave-poesie.com/wp-content/uploads/2026/07/Affiche_A3_NO_FP_page-0001.jpg|Chez René 2026 — Bazar littéraire — Cave Poésie René-Gouzenne|Cave Poésie René-Gouzenne (cave-poesie.com)|Droits réservés — usage éditorial source lieu
E027|||https://cdt31.media.tourinsoft.eu/upload/Convention-Toulouse-3-copie.jpg|27e Convention du disque de Toulouse — Le Bikini|Toulouse Tourisme / Tourinsoft (toulouse-tourisme.com)|Droits réservés — usage éditorial source lieu
