film_id,titre,titre_normalise,genre_principal,nb_seances,nb_salles,lieux_ids,image_url,notes
F0013,Mutiny,mutiny,fiction,97,7,L138|L139|L140|L144|L146|L147|L148,https://fr.web.img6.acsta.net/img/f6/c9/f6c9bc96111477a457737412606a7dd7.jpg,auto (97 séances / 7 salles)
F0014,Toy Story 5,toy-story-5,animation_jeune_public,84,8,L137|L138|L139|L140|L142|L144|L145|L147,https://fr.web.img2.acsta.net/img/ba/a6/baa69b8aeb28ddae932549492cb5ed9c.jpg,auto (84 séances / 8 salles)
F0015,Oklahoma Honey,oklahoma-honey,fiction,80,6,L137|L139|L144|L146|L147|L148,https://fr.web.img6.acsta.net/img/c5/9b/c59b5f11e1d8c447738dd7b4a8a49476.jpg,auto (80 séances / 6 salles)
F0016,"Vaiana, la légende du bout du monde",vaiana-la-legende-du-bout-du-monde,animation_jeune_public,79,8,L137|L138|L139|L140|L143|L144|L145|L147,https://fr.web.img4.acsta.net/img/49/13/4913eda52c42338d6920439130cec93a.jpg,auto (79 séances / 8 salles)
F0017,La Vie d'une femme,la-vie-dune-femme,fiction,67,4,L125|L126|L141|L142,https://fr.web.img6.acsta.net/img/46/d4/46d4170eaca90b7bd1dae27db18ed739.jpg,auto (67 séances / 4 salles)
F0018,La Bataille de Gaulle - Partie 2 : J’écris ton nom,la-bataille-de-gaulle-partie-2-jecris-ton-nom,fiction,53,9,L137|L138|L139|L140|L143|L144|L145|L146|L147,https://fr.web.img5.acsta.net/img/fe/af/feaf214ef84e96e437f8c65e7c540e86.jpg,auto (53 séances / 9 salles)
F0019,Bombonera,bombonera,fiction,51,3,L138|L139|L148,https://fr.web.img2.acsta.net/img/fe/2d/fe2d216ab8e9ede95871ac7b99d049eb.jpg,auto (51 séances / 3 salles)
F0020,La Nirvana,la-nirvana,fiction,51,4,L138|L139|L140|L148,https://fr.web.img4.acsta.net/img/fa/9d/fa9d76abab2c46bd8f181903b904769d.jpg,auto (51 séances / 4 salles)
F0021,Des Minions et des monstres,des-minions-et-des-monstres,animation_jeune_public,46,8,L137|L138|L139|L140|L142|L144|L145|L147,https://fr.web.img2.acsta.net/img/21/c4/21c43d8b03a44dbd5dd9659d6be3f5ef.jpg,auto (46 séances / 8 salles)
F0022,Decorado,decorado,animation_jeune_public,43,3,L125|L126|L141,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Decorado-COUV.jpg,auto (43 séances / 3 salles)
F0023,Les Gendarmes,les-gendarmes,fiction,42,8,L138|L139|L140|L144|L145|L146|L147|L148,https://fr.web.img5.acsta.net/img/49/8e/498e9c4d4f75557cdf9c3796e92a0a21.jpg,auto (42 séances / 8 salles)
F0024,Un grand raccourci,un-grand-raccourci,fiction,41,6,L125|L127|L128|L144|L146|L148,https://fr.web.img2.acsta.net/img/0b/ba/0bba7c07804e33c96916e23ba1ee7ec2.jpg,auto (41 séances / 6 salles)
F0025,Dégel,degel,fiction,36,3,L126|L141|L143,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Degel-COUV.jpg,auto (36 séances / 3 salles)
F0026,La Bataille de Gaulle - partie 1 : L'Âge de Fer,la-bataille-de-gaulle-partie-1-lage-de-fer,fiction,35,9,L137|L138|L139|L140|L143|L144|L145|L146|L147,https://fr.web.img6.acsta.net/img/61/de/61dec3511b1ef0a65757a438ca898bbb.jpg,auto (35 séances / 9 salles)
F0027,Salvation,salvation,fiction,32,4,L125|L126|L127|L148,https://fr.web.img2.acsta.net/img/af/cb/afcbdf0c4270301632930da3d4002981.jpg,auto (32 séances / 4 salles)
F0028,Les Matins merveilleux,les-matins-merveilleux,fiction,31,6,L125|L126|L128|L141|L143|L148,https://fr.web.img5.acsta.net/img/c4/d7/c4d7a94755c795c00581abcbb45a2ee0.jpg,auto (31 séances / 6 salles)
F0029,La dernière patiente,la-derniere-patiente,fiction,30,2,L126|L127,https://fr.web.img4.acsta.net/img/75/98/7598684d2032a548ef251e6c915c6ef2.jpg,auto (30 séances / 2 salles)
F0030,La bataille de Gaulle – J’écris ton nom,la-bataille-de-gaulle-jecris-ton-nom,fiction,29,2,L125|L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/06/Bataille-de-Gaulle-J_ecris-ton-nom-COUV.jpg,auto (29 séances / 2 salles)
F0031,Trois adieux,trois-adieux,fiction,29,2,L126|L141,https://fr.web.img6.acsta.net/img/b7/c0/b7c02de28cf26d48eab1a78a340e887c.jpg,auto (29 séances / 2 salles)
F0032,Des Fleurs pour Tokyo,des-fleurs-pour-tokyo,fiction,28,6,L125|L127|L128|L144|L146|L148,https://fr.web.img4.acsta.net/img/c6/bc/c6bc3edaa4a08b95cf79b97274189363.jpg,auto (28 séances / 6 salles)
F0033,La bataille de Gaulle – L’âge de fer,la-bataille-de-gaulle-lage-de-fer,fiction,27,2,L125|L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/05/Bataille-De-Gaulle-COUV.jpg,auto (27 séances / 2 salles)
F0034,La bataille de Gaulle – J...,la-bataille-de-gaulle-j,fiction,26,2,L125|L126,,auto (26 séances / 2 salles)
F0035,La bataille de Gaulle – L...,la-bataille-de-gaulle-l,fiction,25,2,L125|L126,,auto (25 séances / 2 salles)
F0036,Jim Queen,jim-queen,fiction,24,5,L125|L126|L128|L137|L141,https://fr.web.img4.acsta.net/img/0b/24/0b2475fd5c509b222ed908d2ee8bb3c5.jpg,auto (24 séances / 5 salles)
F0037,Juste pour une nuit,juste-pour-une-nuit,fiction,24,7,L138|L139|L140|L142|L144|L147|L148,https://fr.web.img3.acsta.net/img/3e/e5/3ee55833da929172da915df8db4d24b0.jpg,auto (24 séances / 7 salles)
F0038,Marius et le Royaume des mers,marius-et-le-royaume-des-mers,animation_jeune_public,24,4,L138|L139|L146|L148,https://fr.web.img6.acsta.net/img/de/07/de07c88f2baa5a2d8f890dc5d7b39326.jpg,auto (24 séances / 4 salles)
F0039,The Good Sister,the-good-sister,fiction,24,2,L126|L141,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Good-Sister-COUV.jpg,auto (24 séances / 2 salles)
F0040,La Fille Condor,la-fille-condor,fiction,23,2,L125|L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Fille-Condor-COUV.jpg,auto (23 séances / 2 salles)
F0041,Les Survivants du Che,les-survivants-du-che,documentaire,23,2,L125|L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/06/Survivants-du-Che-COUV.jpg,auto (23 séances / 2 salles)
F0042,Le Triangle d'or,le-triangle-dor,fiction,22,5,L125|L126|L128|L138|L148,https://fr.web.img5.acsta.net/img/8e/81/8e81e196c0cbbb89bdbbc4b45d4ded0c.jpg,auto (22 séances / 5 salles)
F0043,Harry Potter à l'école des sorciers,harry-potter-a-lecole-des-sorciers,animation_jeune_public,21,4,L137|L138|L139|L142,https://fr.web.img4.acsta.net/img/e7/3e/e73e85182622161d9546ca494a4db564.jpg,auto (21 séances / 4 salles)
F0044,Sous le ciel de Kyoto,sous-le-ciel-de-kyoto,fiction,20,3,L125|L128|L144,https://fr.web.img2.acsta.net/img/f5/c5/f5c59c0d93b30f3bd8ba4d657d668a9d.jpg,auto (20 séances / 3 salles)
F0045,Une affaire turque,une-affaire-turque,fiction,20,3,L127|L144|L148,https://fr.web.img3.acsta.net/img/af/fb/affbc85d8e3d646b39700d0bd0dc1cfd.jpg,auto (20 séances / 3 salles)
F0046,The Last Viking,the-last-viking,fiction,18,5,L127|L128|L143|L145|L148,https://fr.web.img6.acsta.net/img/78/6b/786b7993221ab3a0d871f6510da3f91f.jpg,auto (18 séances / 5 salles)
F0047,Rose,rose,fiction,17,2,L125|L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Rose-COUV.jpg,auto (17 séances / 2 salles)
F0048,Cotton Queen,cotton-queen,fiction,16,4,L127|L128|L145|L148,https://fr.web.img5.acsta.net/img/eb/de/ebdef8e95f07a49c4d93c6942fe2fc5d.jpg,auto (16 séances / 4 salles)
F0049,Chicas tristes,chicas-tristes,fiction,15,4,L128|L141|L143|L148,https://fr.web.img4.acsta.net/img/57/32/5732fc7877b55cb456ac1a47200b74fc.jpg,auto (15 séances / 4 salles)
F0050,Entre ciel et terre,entre-ciel-et-terre,documentaire,15,4,L125|L128|L145|L147,https://fr.web.img4.acsta.net/img/b4/86/b4866c2f7eebdb5a67dfe51b23f6dee8.jpg,auto (15 séances / 4 salles)
F0051,Histoires De La Nuit,histoires-de-la-nuit,fiction,15,2,L126|L142,https://fr.web.img4.acsta.net/img/e4/05/e4057c680c238cc18211ffc8140eed28.jpg,auto (15 séances / 2 salles)
F0052,Paradise,paradise,fiction,15,3,L127|L128|L148,https://fr.web.img5.acsta.net/img/e3/bc/e3bcdfc468de5e583a6b4789afcda3e0.jpg,auto (15 séances / 3 salles)
F0053,"Notre histoire, chroniques du Caire",notre-histoire-chroniques-du-caire,documentaire,14,1,L125,https://films.cinemas-utopia.org/wp-content/uploads/2026/05/Notre-histoire-chroniques-du-Caire-COUV.jpg,auto (14 séances / 1 salles)
F0054,Si tu penses bien,si-tu-penses-bien,fiction,14,1,L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Si-tu-penses-bien-COUV.jpg,auto (14 séances / 1 salles)
F0055,Home stories,home-stories,fiction,13,1,L128,https://fr.web.img4.acsta.net/img/8e/b5/8eb5f1cd2f2737ce006e2bbb3a0957cc.jpg,auto (13 séances / 1 salles)
F0056,"Kayara, princesse Inca",kayara-princesse-inca,animation_jeune_public,13,2,L126|L143,https://fr.web.img4.acsta.net/img/8d/25/8d253a0a0ae870ed54287abc2a552bb4.jpeg,auto (13 séances / 2 salles)
F0057,Les Hommes du Président,les-hommes-du-president,fiction,13,1,L125,https://films.cinemas-utopia.org/wp-content/uploads/2026/08/Hommes-du-president-COUV.jpg,auto (13 séances / 1 salles)
F0058,Ma famille de samouraïs,ma-famille-de-samourais,animation_jeune_public,13,4,L125|L126|L141|L144,https://fr.web.img5.acsta.net/img/5d/72/5d72af42143f7d2d3ef6b00ac8c23699.jpg,auto (13 séances / 4 salles)
F0059,"Notre histoire, chroniques du C...",notre-histoire-chroniques-du-c,fiction,13,1,L125,,auto (13 séances / 1 salles)
F0060,Avengers: Endgame,avengers-endgame,fiction,12,4,L137|L138|L140|L142,https://fr.web.img2.acsta.net/pictures/19/04/04/09/04/0472053.jpg,auto (12 séances / 4 salles)
F0061,"Gavagai, et autres malentendus",gavagai-et-autres-malentendus,fiction,12,1,L128,https://fr.web.img2.acsta.net/img/b6/d8/b6d8881c22edda21ff44ccf430dc412c.jpg,auto (12 séances / 1 salles)
F0062,L'invitation,linvitation,fiction,12,1,L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Invitation-COUV.jpg,auto (12 séances / 1 salles)
F0063,La Chaleur,la-chaleur,fiction,12,2,L128|L143,https://fr.web.img2.acsta.net/img/66/7a/667a6bfae865622207e1695971d1879e.png,auto (12 séances / 2 salles)
F0064,Face à la mer,face-a-la-mer,fiction,10,1,L127,https://fr.web.img4.acsta.net/img/c9/da/c9da24b174d4021a4092ec4755906a1f.jpg,auto (10 séances / 1 salles)
F0065,Girl,girl,fiction,10,3,L127|L128|L148,https://fr.web.img5.acsta.net/img/d2/1d/d21d3d85194217a3d7519d2a5caab139.jpg,auto (10 séances / 3 salles)
F0066,L'Aventure rêvée,laventure-revee,fiction,10,2,L128|L143,https://fr.web.img6.acsta.net/img/8b/d9/8bd9d791f9b684bbe438f8542d0dc3ea.jpg,auto (10 séances / 2 salles)
F0067,Artus - Le Show XXL au cinéma,artus-le-show-xxl-au-cinema,fiction,9,7,L137|L138|L139|L140|L142|L144|L147,https://fr.web.img6.acsta.net/img/63/04/6304dab981dda5e2739ac3188eda1cc3.jpg,auto (9 séances / 7 salles)
F0068,La Providence et la Guitare,la-providence-et-la-guitare,fiction,9,1,L141,https://fr.web.img6.acsta.net/img/0f/d1/0fd1cabac671c97c409d56bbc020f11e.jpg,auto (9 séances / 1 salles)
F0069,Animo rigolo,animo-rigolo,animation_jeune_public,8,4,L128|L139|L141|L147,https://fr.web.img4.acsta.net/img/73/a3/73a31e95f3bfaf550acfb9a63c5a9716.jpg,auto (8 séances / 4 salles)
F0070,Avengers : Endgame Extended,avengers-endgame-extended,fiction,8,1,L139,https://fr.web.img5.acsta.net/img/05/ee/05eebb89825b3fd22e0d57f8ede008b2.jpg,auto (8 séances / 1 salles)
F0071,Dry Leaf,dry-leaf,fiction,8,1,L128,https://fr.web.img6.acsta.net/img/10/ae/10ae74d27df20d4e5b843977d0b8674c.jpg,auto (8 séances / 1 salles)
F0072,Fini de rire ! L’humour p...,fini-de-rire-lhumour-p,fiction,8,2,L125|L126,,auto (8 séances / 2 salles)
F0073,MARATHON HARRY POTTER  25 ANS DE MAGIE,marathon-harry-potter-25-ans-de-magie,patrimoine_retro,8,1,L142,,auto (8 séances / 1 salles)
F0074,Une aube nouvelle,une-aube-nouvelle,animation_jeune_public,8,3,L137|L139|L144,https://fr.web.img5.acsta.net/img/18/ab/18aba3e0fff8d3a713834677b8b17d83.png,auto (8 séances / 3 salles)
F0075,Wake in Fright,wake-in-fright,patrimoine_retro,8,1,L127,https://fr.web.img2.acsta.net/img/a4/f8/a4f8b6f57f8f10a497a0aa7cd09b87cc.jpg,auto (8 séances / 1 salles)
F0076,Fini de rire ! L'humour politique au garde-à-vous ?,fini-de-rire-lhumour-politique-au-garde-a-vous,documentaire,7,2,L125|L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Fini-de-rire-COUV.jpg,auto (7 séances / 2 salles)
F0077,Harry Potter et la chambre des secrets,harry-potter-et-la-chambre-des-secrets,patrimoine_retro,7,3,L137|L138|L142,https://fr.web.img2.acsta.net/img/fe/58/fe58b7a45e90c1d5545b22b0b11fde17.jpg,auto (7 séances / 3 salles)
F0078,I Want Your Sex,i-want-your-sex,fiction,7,2,L128|L141,https://fr.web.img4.acsta.net/img/15/ad/15adab41a1612c7739f12d034a62f712.jpg,auto (7 séances / 2 salles)
F0079,Notre salut,notre-salut,fiction,7,4,L125|L126|L141|L142,https://fr.web.img4.acsta.net/img/b7/ac/b7acc48dac20e8329866a199e0ff78e8.jpg,auto (7 séances / 4 salles)
F0080,Obsession,obsession,fiction,7,3,L137|L139|L142,https://fr.web.img6.acsta.net/img/00/20/0020008382daf6b1305be800e8342a72.jpg,auto (7 séances / 3 salles)
F0081,Sur la route d'Omaha,sur-la-route-domaha,fiction,7,4,L128|L138|L143|L145,https://fr.web.img6.acsta.net/img/ab/5b/ab5bc7648275c47561064afa87d8d470.jpg,auto (7 séances / 4 salles)
F0082,Chien bleu,chien-bleu,animation_jeune_public,6,1,L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Chien-bleu-COUV.jpg,auto (6 séances / 1 salles)
F0083,Harry Potter et la Coupe de Feu,harry-potter-et-la-coupe-de-feu,patrimoine_retro,6,3,L137|L138|L142,https://fr.web.img3.acsta.net/medias/nmedia/18/35/52/34/18450888.jpg,auto (6 séances / 3 salles)
F0084,Harry Potter et le Prisonnier d'Azkaban,harry-potter-et-le-prisonnier-dazkaban,patrimoine_retro,6,3,L137|L138|L142,https://fr.web.img6.acsta.net/img/86/01/860174d306c76e4662eb4e6d4dba4e0c.jpg,auto (6 séances / 3 salles)
F0085,L'île des souvenirs,lile-des-souvenirs,festival_avp,6,6,L138|L139|L142|L144|L145|L147,https://fr.web.img6.acsta.net/img/56/7e/567e74d867a1c88b20897c5d7f92d4dd.jpg,auto (6 séances / 6 salles)
F0086,La Forteresse cachée,la-forteresse-cachee,patrimoine_retro,6,2,L126|L141,https://films.cinemas-utopia.org/wp-content/uploads/2016/02/Forteresse-cachee-COUV.jpg,auto (6 séances / 2 salles)
F0087,Lawrence d'Arabie,lawrence-darabie,patrimoine_retro,6,3,L125|L140|L142,https://fr.web.img2.acsta.net/img/8b/55/8b5584e08ae3b9656f8bb67c84ccf884.jpeg,auto (6 séances / 3 salles)
F0088,Le Château de l'araignée,le-chateau-de-laraignee,patrimoine_retro,6,2,L126|L141,https://fr.web.img6.acsta.net/img/20/aa/20aabb81d89d08d46a4393e859ae85f8.jpg,auto (6 séances / 2 salles)
F0089,Les Silences de Riyad,les-silences-de-riyad,fiction,6,2,L143|L148,https://fr.web.img6.acsta.net/img/77/4c/774c48b614b0db826e289da924860d6f.jpg,auto (6 séances / 2 salles)
