film_id,titre,titre_normalise,genre_principal,nb_seances,nb_salles,lieux_ids,image_url,notes
F0207,Des ricochets en eau douce,des-ricochets-en-eau-douce,documentaire,1,1,L125,https://films.cinemas-utopia.org/wp-content/uploads/2026/08/Des-ricochets-en-eau-douce-COUV.jpg,auto (1 séances / 1 salles)
F0208,"Docteur Mabuse, le joueur (partie 1)",docteur-mabuse-le-joueur-partie-1,patrimoine_retro,1,1,L131,https://fr.web.img5.acsta.net/medias/nmedia/18/36/03/99/18447444.jpg,auto (1 séances / 1 salles)
F0209,"Docteur Mabuse, le joueur (partie 2)",docteur-mabuse-le-joueur-partie-2,patrimoine_retro,1,1,L131,https://fr.web.img5.acsta.net/medias/nmedia/18/36/03/99/18447444.jpg,auto (1 séances / 1 salles)
F0210,"Docteur Mabuse, le joueur, partie 1 : le grand joueur, un tableau de notre époque (Dr. Mabuse, der Spieler, 1: Der große Spieler – Ein Bild der Zeit)",docteur-mabuse-le-joueur-partie-1-le-grand-joueur-un-tableau-de-notre-epoque-dr-,patrimoine_retro,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0211,"Docteur Mabuse, le joueur, partie 2 : un jeu de nos contemporains (Dr. Mabuse, der Spieler, 2: Inferno, ein Spiel von Menschen unserer Zeit)",docteur-mabuse-le-joueur-partie-2-un-jeu-de-nos-contemporains-dr-mabuse-der-spie,patrimoine_retro,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0212,Doraemon et le Château sous-marin,doraemon-et-le-chateau-sous-marin,festival_avp,1,1,L144,https://fr.web.img6.acsta.net/img/12/07/120736d4c8daa5a98e6d413e236ea509.jpg,auto (1 séances / 1 salles)
F0213,Douleur et gloire,douleur-et-gloire,fiction,1,1,L131,https://fr.web.img2.acsta.net/pictures/19/04/18/11/45/1896822.jpg,auto (1 séances / 1 salles)
F0214,Douleur et gloire (Dolor y gloria),douleur-et-gloire-dolor-y-gloria,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0215,Dunkerque,dunkerque,fiction,1,1,L140,https://fr.web.img6.acsta.net/pictures/17/06/15/14/31/266314.jpg,auto (1 séances / 1 salles)
F0216,Elvis,elvis,fiction,1,1,L142,https://fr.web.img6.acsta.net/pictures/22/05/23/15/55/2558793.jpg,auto (1 séances / 1 salles)
F0217,En fanfare,en-fanfare,fiction,1,1,L148,,auto (1 séances / 1 salles)
F0218,Everest,everest,fiction,1,1,L145,https://fr.web.img6.acsta.net/pictures/15/07/02/12/46/372128.jpg,auto (1 séances / 1 salles)
F0219,FAST AND FURIOUS,fast-and-furious,fiction,1,1,L142,https://www.ugc.fr/dynamique/films/01/4301/fr/poster/large/69215495_af_6.jpg,auto (1 séances / 1 salles)
F0220,Falcon Lake,falcon-lake,fiction,1,1,L128,https://fr.web.img6.acsta.net/pictures/22/11/04/14/38/1746132.jpg,auto (1 séances / 1 salles)
F0221,Fast & Furious 6,fast-furious-6,fiction,1,1,L138,https://fr.web.img3.acsta.net/pictures/210/038/21003859_20130507110423451.jpg,auto (1 séances / 1 salles)
F0222,Fast & Furious 7,fast-furious-7,fiction,1,1,L138,https://fr.web.img6.acsta.net/pictures/15/02/09/15/57/551764.jpg,auto (1 séances / 1 salles)
F0223,Fast & Furious 8,fast-furious-8,fiction,1,1,L138,https://fr.web.img3.acsta.net/pictures/17/03/03/17/27/305158.jpg,auto (1 séances / 1 salles)
F0224,Fast & Furious 9,fast-furious-9,fiction,1,1,L138,https://fr.web.img5.acsta.net/pictures/21/05/18/10/40/2487837.jpg,auto (1 séances / 1 salles)
F0225,Fast & Furious : Tokyo Drift,fast-furious-tokyo-drift,patrimoine_retro,1,1,L138,https://fr.web.img4.acsta.net/medias/nmedia/18/36/31/38/18654335.jpg,auto (1 séances / 1 salles)
F0226,Fast & Furious X,fast-furious-x,fiction,1,1,L138,https://fr.web.img5.acsta.net/pictures/23/05/10/10/55/5129031.jpg,auto (1 séances / 1 salles)
F0227,Fast and Furious 4,fast-and-furious-4,patrimoine_retro,1,1,L138,https://fr.web.img5.acsta.net/medias/nmedia/18/66/78/23/19061074.jpg,auto (1 séances / 1 salles)
F0228,Fast and Furious 5,fast-and-furious-5,fiction,1,1,L138,https://fr.web.img5.acsta.net/medias/nmedia/18/82/46/71/19690319.jpg,auto (1 séances / 1 salles)
F0229,Flush,flush,festival_avp,1,1,L137,https://fr.web.img3.acsta.net/img/23/c3/23c3f995fbfac82ce004fbbac590f001.jpg,auto (1 séances / 1 salles)
F0230,Furie,furie,patrimoine_retro,1,1,L131,https://fr.web.img4.acsta.net/medias/nmedia/18/35/14/71/18363890.jpg,auto (1 séances / 1 salles)
F0231,Furie (Fury),furie-fury,patrimoine_retro,1,1,L131,https://fr.web.img4.acsta.net/medias/nmedia/18/35/14/71/18363890.jpg,auto (1 séances / 1 salles)
F0232,HARRY POTTER 1 - A L'ECOLE DES SORCIERS,harry-potter-1-a-lecole-des-sorciers,animation_jeune_public,1,1,L142,https://www.ugc.fr/dynamique/films/05/4405/fr/poster/large/e73e85182622161d9546ca494a4db564_1436.jpg,auto (1 séances / 1 salles)
F0233,HARRY POTTER 2 - ET LA CHAMBRE DES SECRETS,harry-potter-2-et-la-chambre-des-secrets,patrimoine_retro,1,1,L142,https://www.ugc.fr/dynamique/films/91/4791/fr/poster/large/fe58b7a45e90c1d5545b22b0b11fde17_1706.jpg,auto (1 séances / 1 salles)
F0234,HARRY POTTER 3 - ET LE PRISONNIER D'AZKABAN,harry-potter-3-et-le-prisonnier-dazkaban,patrimoine_retro,1,1,L142,https://www.ugc.fr/dynamique/films/79/5479/fr/poster/large/860174d306c76e4662eb4e6d4dba4e0c_4039.jpg,auto (1 séances / 1 salles)
F0235,HARRY POTTER 4 - ET LA COUPE DE FEU,harry-potter-4-et-la-coupe-de-feu,patrimoine_retro,1,1,L142,https://www.ugc.fr/dynamique/films/22/6122/fr/poster/large/18450888_1241.jpg,auto (1 séances / 1 salles)
F0236,HARRY POTTER 5 - ET L'ORDRE DU PHENIX,harry-potter-5-et-lordre-du-phenix,animation_jeune_public,1,1,L142,https://www.ugc.fr/dynamique/films/34/6934/fr/poster/large/18778375_4279.jpg,auto (1 séances / 1 salles)
F0237,HARRY POTTER 6 - ET LE PRINCE DE SANG-MELE,harry-potter-6-et-le-prince-de-sang-mele,patrimoine_retro,1,1,L142,https://www.ugc.fr/dynamique/films/47/7847/fr/poster/large/19116952_9.jpg,auto (1 séances / 1 salles)
F0238,HARRY POTTER 7 - ET LES RELIQUES DE LA MORT PART 1,harry-potter-7-et-les-reliques-de-la-mort-part-1,patrimoine_retro,1,1,L142,https://www.ugc.fr/dynamique/films/33/8433/fr/poster/large/19590744_482.jpg,auto (1 séances / 1 salles)
F0239,HARRY POTTER 7 - ET LES RELIQUES DE LA MORT PART 2,harry-potter-7-et-les-reliques-de-la-mort-part-2,patrimoine_retro,1,1,L142,https://www.ugc.fr/dynamique/films/05/8705/fr/poster/large/19762436_442.jpg,auto (1 séances / 1 salles)
F0240,Hair High,hair-high,animation_jeune_public,1,1,L131,https://fr.web.img2.acsta.net/medias/nmedia/18/35/12/74/18397463.jpg,auto (1 séances / 1 salles)
F0241,Heart Of The Beast,heart-of-the-beast,festival_avp,1,1,L139,https://fr.web.img2.acsta.net/img/69/1d/691d6b4c0e582dd6bb33404496af9d1b.jpg,auto (1 séances / 1 salles)
F0242,"Horus, prince du soleil",horus-prince-du-soleil,animation_jeune_public,1,1,L131,https://fr.web.img5.acsta.net/medias/nmedia/18/35/17/78/18369815.jpg,auto (1 séances / 1 salles)
F0243,"Horus, prince du soleil (Taiyō no ōji: Horusu no daibōken)",horus-prince-du-soleil-taiyo-no-oji-horusu-no-daiboken,animation_jeune_public,1,1,L131,https://fr.web.img5.acsta.net/medias/nmedia/18/35/17/78/18369815.jpg,auto (1 séances / 1 salles)
F0244,In Waves,in-waves,animation_jeune_public,1,1,L128,https://fr.web.img3.acsta.net/img/66/95/66956c0d0a15062c936b14d7dd48c5b7.jpg,auto (1 séances / 1 salles)
F0245,Inception,inception,fiction,1,1,L140,https://fr.web.img2.acsta.net/medias/nmedia/18/72/34/14/19476654.jpg,auto (1 séances / 1 salles)
F0246,Interstellar,interstellar,fiction,1,1,L140,https://fr.web.img6.acsta.net/pictures/14/09/24/12/08/158828.jpg,auto (1 séances / 1 salles)
F0247,Inu-Oh,inu-oh,animation_jeune_public,1,1,L131,https://fr.web.img3.acsta.net/pictures/22/09/22/16/18/3113615.jpg,auto (1 séances / 1 salles)
F0248,Inu-Oh (Inu-Ō),inu-oh-inu-o,animation_jeune_public,1,1,L131,https://fr.web.img3.acsta.net/pictures/22/09/22/16/18/3113615.jpg,auto (1 séances / 1 salles)
F0249,J'AI DES ORTIES SUR MON BALCON,jai-des-orties-sur-mon-balcon,fiction,1,1,L126,https://films.cinemas-utopia.org/wp-content/uploads/2025/12/J_ai-des-orties-sur-mon-balcon-COUV.jpg,auto (1 séances / 1 salles)
F0250,James et la pêche géante,james-et-la-peche-geante,animation_jeune_public,1,1,L145,https://fr.web.img6.acsta.net/img/c7/b6/c7b67d31753ca615803d252ac927790d.jpg,auto (1 séances / 1 salles)
F0251,Je veux bien,je-veux-bien,fiction,1,1,L125,,auto (1 séances / 1 salles)
F0252,Jineuleomi,jineuleomi,fiction,1,1,L128,https://fr.web.img6.acsta.net/img/5e/e8/5ee8a105924e6ce13eb7e97f5fbed477.jpg,auto (1 séances / 1 salles)
F0253,Jone Sometimes,jone-sometimes,fiction,1,1,L139,https://fr.web.img6.acsta.net/img/65/61/6561730d8ca84be70ac51e3481f44b7e.jpg,auto (1 séances / 1 salles)
F0254,Juste une illusion,juste-une-illusion,fiction,1,1,L125,https://fr.web.img3.acsta.net/c_310_420/img/cf/9e/cf9effb40e5ae3747fdb68a68289e81a.jpg,auto (1 séances / 1 salles)
F0255,J’AI DES ORTIES SUR MON B...,jai-des-orties-sur-mon-b,fiction,1,1,L126,,auto (1 séances / 1 salles)
F0256,J’ai le droit de vivre,jai-le-droit-de-vivre,patrimoine_retro,1,1,L131,https://fr.web.img5.acsta.net/pictures/21/12/23/08/55/0389042.jpg,auto (1 séances / 1 salles)
F0257,J’ai le droit de vivre (You Only Live Once),jai-le-droit-de-vivre-you-only-live-once,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0258,Kill Bill: The Whole Bloody Affair,kill-bill-the-whole-bloody-affair,patrimoine_retro,1,1,L145,https://fr.web.img2.acsta.net/img/7f/8a/7f8a6e99aa0e80ebca81fe4231606068.jpg,auto (1 séances / 1 salles)
F0259,Kraken,kraken,festival_avp,1,1,L139,https://fr.web.img6.acsta.net/img/c2/6c/c26c788c97df21a28934e260f090a68f.jpg,auto (1 séances / 1 salles)
F0260,L'Invraisemblable vérité,linvraisemblable-verite,patrimoine_retro,1,1,L131,https://fr.web.img2.acsta.net/pictures/21/10/13/16/46/5873268.jpg,auto (1 séances / 1 salles)
F0261,L'Oeuf de l'ange,loeuf-de-lange,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/img/21/dc/21dcf80d9412be190207f2968e4e004f.jpg,auto (1 séances / 1 salles)
F0262,LILO ET STITCH,lilo-et-stitch,animation_jeune_public,1,1,L142,https://www.ugc.fr/dynamique/films/98/4598/fr/poster/large/affiche2_10.jpg,auto (1 séances / 1 salles)
F0263,La Cinquième Victime (While the City Sleeps),la-cinquieme-victime-while-the-city-sleeps,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0264,La Cérémonie,la-ceremonie,patrimoine_retro,1,1,L142,https://fr.web.img3.acsta.net/pictures/20/10/20/15/13/4541558.jpg,auto (1 séances / 1 salles)
F0265,La Femme au gardénia,la-femme-au-gardenia,patrimoine_retro,1,1,L131,https://fr.web.img5.acsta.net/medias/nmedia/18/35/61/12/18412572.jpg,auto (1 séances / 1 salles)
F0266,La Femme au gardénia (The Blue Gardenia),la-femme-au-gardenia-the-blue-gardenia,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0267,La Femme au portrait (The Woman in the Window),la-femme-au-portrait-the-woman-in-the-window,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0268,La Gradiva,la-gradiva,festival_avp,1,1,L142,https://fr.web.img6.acsta.net/img/33/96/33968d3d0acc48860c1e6181419a74b1.jpg,auto (1 séances / 1 salles)
F0269,La Petite fabrique de nuages,la-petite-fabrique-de-nuages,animation_jeune_public,1,1,L144,https://fr.web.img5.acsta.net/pictures/19/02/07/09/32/5428957.jpg,auto (1 séances / 1 salles)
F0270,La Ronde des couleurs,la-ronde-des-couleurs,animation_jeune_public,1,1,L144,https://fr.web.img6.acsta.net/pictures/17/01/30/13/51/237604.jpg,auto (1 séances / 1 salles)
F0271,La Rue rouge,la-rue-rouge,patrimoine_retro,1,1,L131,https://fr.web.img4.acsta.net/img/34/72/3472316af3c03e2756bc27dd486d54c0.jpg,auto (1 séances / 1 salles)
F0272,La Rue rouge (Scarlet Street),la-rue-rouge-scarlet-street,patrimoine_retro,1,1,L131,https://fr.web.img4.acsta.net/img/34/72/3472316af3c03e2756bc27dd486d54c0.jpg,auto (1 séances / 1 salles)
F0273,La Traversée du temps,la-traversee-du-temps,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/img/ae/f1/aef18dac92aed9b90807339fd498484f.jpg,auto (1 séances / 1 salles)
F0274,La Traversée du temps (Toki o kakeru shōjo),la-traversee-du-temps-toki-o-kakeru-shojo,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/img/ae/f1/aef18dac92aed9b90807339fd498484f.jpg,auto (1 séances / 1 salles)
F0275,La chance sourit à Madame Nikuko (Gyokō no Nikuko-chan),la-chance-sourit-a-madame-nikuko-gyoko-no-nikuko-chan,animation_jeune_public,1,1,L131,https://fr.web.img5.acsta.net/pictures/22/01/05/08/26/1092494.jpg,auto (1 séances / 1 salles)
F0276,La chance sourit à madame Nikuko,la-chance-sourit-a-madame-nikuko,animation_jeune_public,1,1,L131,https://fr.web.img5.acsta.net/pictures/22/01/05/08/26/1092494.jpg,auto (1 séances / 1 salles)
F0277,La lutte armée n'est pas un jeu d'enfant,la-lutte-armee-nest-pas-un-jeu-denfant,fiction,1,1,L125,https://films.cinemas-utopia.org/wp-content/uploads/2026/02/Lutte-armee-COUV.jpg,auto (1 séances / 1 salles)
F0278,La lutte armée n’est pas...,la-lutte-armee-nest-pas,fiction,1,1,L125,,auto (1 séances / 1 salles)
F0279,"Le Bon, la brute et le truand",le-bon-la-brute-et-le-truand,patrimoine_retro,1,1,L144,https://fr.web.img2.acsta.net/img/df/27/df27440af044f999f4341d2f8781b1df.jpg,auto (1 séances / 1 salles)
F0280,Le Château dans le ciel,le-chateau-dans-le-ciel,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/medias/nmedia/00/02/55/80/affiche.jpg,auto (1 séances / 1 salles)
F0281,Le Château dans le ciel (Tenkû no shiro Rapyuta),le-chateau-dans-le-ciel-tenku-no-shiro-rapyuta,animation_jeune_public,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0282,Le Goût des autres,le-gout-des-autres,patrimoine_retro,1,1,L145,https://fr.web.img2.acsta.net/img/e5/dd/e5ddf82c4aacee8474ba464d3fda23ff.jpg,auto (1 séances / 1 salles)
F0283,Le Grand Magasin (Hokkyoku Hyakkaten no Konsheruju-san),le-grand-magasin-hokkyoku-hyakkaten-no-konsheruju-san,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/pictures/23/10/06/14/46/3805947.jpg,auto (1 séances / 1 salles)
F0284,Le Grand magasin,le-grand-magasin,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/pictures/23/10/06/14/46/3805947.jpg,auto (1 séances / 1 salles)
F0285,Le Monde à l'envers,le-monde-a-lenvers,festival_avp,1,1,L147,https://fr.web.img4.acsta.net/img/69/54/695460e78e996175a81de234a0603f87.jpg,auto (1 séances / 1 salles)
F0286,Le Passage,le-passage,fiction,1,1,L148,https://fr.web.img6.acsta.net/img/05/40/0540f501d85587116abb51aa2f9f7a91.jpg,auto (1 séances / 1 salles)
F0287,Le Roi Lion,le-roi-lion,animation_jeune_public,1,1,L142,https://fr.web.img3.acsta.net/pictures/22/09/20/12/10/2512840.jpg,auto (1 séances / 1 salles)
F0288,Le Secret derrière la porte,le-secret-derriere-la-porte,patrimoine_retro,1,1,L131,https://fr.web.img4.acsta.net/pictures/14/08/04/11/19/215809.jpg,auto (1 séances / 1 salles)
F0289,Le Secret derrière la porte (Secret Beyond the Door),le-secret-derriere-la-porte-secret-beyond-the-door,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0290,Le Testament du docteur Mabuse,le-testament-du-docteur-mabuse,patrimoine_retro,1,1,L131,https://fr.web.img2.acsta.net/pictures/19/03/29/11/45/5616896.jpg,auto (1 séances / 1 salles)
F0291,Le Testament du docteur Mabuse (Das Testament des Dr. Mabuse),le-testament-du-docteur-mabuse-das-testament-des-dr-mabuse,patrimoine_retro,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0292,Le Voyage de Chihiro,le-voyage-de-chihiro,animation_jeune_public,1,1,L142,https://fr.web.img6.acsta.net/medias/nmedia/00/02/36/71/chihiro.jpg,auto (1 séances / 1 salles)
F0293,Les Contes de Terremer (Gedo senki),les-contes-de-terremer-gedo-senki,animation_jeune_public,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0294,Les Mal-aimés,les-mal-aimes,animation_jeune_public,1,1,L145,https://fr.web.img5.acsta.net/pictures/20/06/05/15/01/0883022.jpg,auto (1 séances / 1 salles)
F0295,Les Naufragés de l'ile de la Tortue,les-naufrages-de-lile-de-la-tortue,patrimoine_retro,1,1,L128,https://fr.web.img3.acsta.net/img/aa/da/aada5e33c31ec8a062b8b1b6445f89eb.jpg,auto (1 séances / 1 salles)
F0296,Les Tontons flingueurs,les-tontons-flingueurs,patrimoine_retro,1,1,L145,https://fr.web.img6.acsta.net/medias/nmedia/00/02/29/95/aff.jpg,auto (1 séances / 1 salles)
F0297,Les bourreaux meurent aussi,les-bourreaux-meurent-aussi,patrimoine_retro,1,1,L131,https://fr.web.img2.acsta.net/pictures/23/03/08/08/26/0407810.jpg,auto (1 séances / 1 salles)
F0298,Les bourreaux meurent aussi (Hangmen Also Die!),les-bourreaux-meurent-aussi-hangmen-also-die,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0299,Licorice Pizza,licorice-pizza,fiction,1,1,L128,https://fr.web.img2.acsta.net/pictures/21/10/07/14/24/5025147.jpg,auto (1 séances / 1 salles)
F0300,Lilo & Stitch,lilo-stitch,animation_jeune_public,1,1,L142,https://fr.web.img6.acsta.net/medias/nmedia/00/02/47/23/affiche2.jpg,auto (1 séances / 1 salles)
F0301,Loulou et autres loups...,loulou-et-autres-loups,animation_jeune_public,1,1,L144,https://fr.web.img6.acsta.net/medias/nmedia/18/35/05/64/affiche.jpg,auto (1 séances / 1 salles)
F0302,L’Invraisemblable Vérité (Beyond a Reasonable Doubt),linvraisemblable-verite-beyond-a-reasonable-doubt,patrimoine_retro,1,1,L131,https://fr.web.img2.acsta.net/pictures/21/10/13/16/46/5873268.jpg,auto (1 séances / 1 salles)
F0303,L’Écologie des sentiments,lecologie-des-sentiments,fiction,1,1,L128,https://fr.web.img6.acsta.net/img/8c/ac/8cac635378a3920fa8252ebfc7b17716.jpg,auto (1 séances / 1 salles)
F0304,L’Œuf de l’ange,l-uf-de-lange,animation_jeune_public,1,1,L131,https://fr.web.img4.acsta.net/c_310_420/img/21/dc/21dcf80d9412be190207f2968e4e004f.jpg,auto (1 séances / 1 salles)
F0305,L’Œuf de l’ange (Tenshi no tamago),l-uf-de-lange-tenshi-no-tamago,fiction,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0306,M le maudit,m-le-maudit,patrimoine_retro,1,1,L131,https://fr.web.img6.acsta.net/pictures/17/12/05/12/20/4542669.jpg,auto (1 séances / 1 salles)
F0307,Mamma Mia!,mamma-mia,patrimoine_retro,1,1,L142,https://fr.web.img3.acsta.net/medias/nmedia/18/65/61/22/18965700.jpg,auto (1 séances / 1 salles)
F0308,Man Hunt (Chasse à l'homme),man-hunt-chasse-a-lhomme,patrimoine_retro,1,1,L131,https://fr.web.img6.acsta.net/pictures/21/07/08/12/21/5663199.jpg,auto (1 séances / 1 salles)
F0309,Mary Anning,mary-anning,animation_jeune_public,1,1,L148,https://fr.web.img2.acsta.net/img/51/92/5192ce315feb283568728f5bd3860d8b.jpg,auto (1 séances / 1 salles)
F0310,Memento,memento,patrimoine_retro,1,1,L140,https://fr.web.img5.acsta.net/pictures/23/06/08/11/42/1463419.jpg,auto (1 séances / 1 salles)
F0311,Mes voisins les Yamada (Hôhokekyo tonari no Yamada-kun),mes-voisins-les-yamada-hohokekyo-tonari-no-yamada-kun,animation_jeune_public,1,1,L131,"https://res.cloudinary.com/ct-cloudinary/image/upload/c_fill,dpr_2.0,f_auto,g_north_west,h_122,q_80,w_185/cinematheque_de_toulouse_logo",auto (1 séances / 1 salles)
F0312,Metropolis,metropolis,animation_jeune_public,1,1,L131,https://fr.web.img6.acsta.net/img/72/c6/72c61c79514ba283ac913d92d5f80d58.jpg,auto (1 séances / 1 salles)
F0313,Mon oncle,mon-oncle,patrimoine_retro,1,1,L127,https://fr.web.img4.acsta.net/img/3a/36/3a36ea2b9550756306bcb9bd9db5629d.jpg,auto (1 séances / 1 salles)
F0314,Mon voisin Totoro,mon-voisin-totoro,animation_jeune_public,1,1,L131,https://fr.web.img4.acsta.net/pictures/18/06/12/12/17/5068927.jpg,auto (1 séances / 1 salles)
F0315,Mon voisin Totoro (Tonari no Totoro),mon-voisin-totoro-tonari-no-totoro,animation_jeune_public,1,1,L131,https://fr.web.img4.acsta.net/pictures/18/06/12/12/17/5068927.jpg,auto (1 séances / 1 salles)
F0316,NOCES ALCHIMIQUES La belle au b...,noces-alchimiques-la-belle-au-b,fiction,1,1,L126,,auto (1 séances / 1 salles)
F0317,NOCES ALCHIMIQUES La belle au bois d’or dur,noces-alchimiques-la-belle-au-bois-dor-dur,fiction,1,1,L126,,auto (1 séances / 1 salles)
F0318,Ouverture Saison 26-27,ouverture-saison-26-27,fiction,1,1,L131,https://res.cloudinary.com/ct-cloudinary/image/upload/v1782119902/slide-PA-2000x1076_bbahab,auto (1 séances / 1 salles)
F0319,Pachamama,pachamama,animation_jeune_public,1,1,L127,https://fr.web.img6.acsta.net/pictures/18/10/19/13/43/5452144.jpg,auto (1 séances / 1 salles)
F0320,Panic Room,panic-room,fiction,1,1,L138,https://image.tmdb.org/t/p/w500/yioY8xPjLygGezkrRs7yf01BQ7P.jpg,auto (1 séances / 1 salles)
F0321,Paprika,paprika,animation_jeune_public,1,1,L131,https://fr.web.img2.acsta.net/img/60/cf/60cf663b944df9e6514e92a04c6feb0b.jpg,auto (1 séances / 1 salles)
F0322,Peleliu : Guerre au paradis,peleliu-guerre-au-paradis,festival_avp,1,1,L144,https://fr.web.img5.acsta.net/img/47/bf/47bf36e60737dab0acd99992d6097b0c.jpeg,auto (1 séances / 1 salles)
F0323,Planètes,planetes,animation_jeune_public,1,1,L128,https://fr.web.img3.acsta.net/img/ea/8f/ea8fb95276ef64374d453772434084b5.jpg,auto (1 séances / 1 salles)
F0324,Playtime,playtime,patrimoine_retro,1,1,L127,https://fr.web.img4.acsta.net/img/7e/d6/7ed607dc315a0e50ba21318b311fa830.jpg,auto (1 séances / 1 salles)
F0325,Pompon Ours,pompon-ours,animation_jeune_public,1,1,L144,https://fr.web.img5.acsta.net/pictures/22/06/23/17/22/0169138.jpg,auto (1 séances / 1 salles)
F0326,Princesse Mononoké,princesse-mononoke,animation_jeune_public,1,1,L131,https://fr.web.img4.acsta.net/img/f5/f3/f5f37444f34efe37d3bd982f577f0473.jpg,auto (1 séances / 1 salles)
F0327,Princesse Mononoké (Mononoke-hime),princesse-mononoke-mononoke-hime,animation_jeune_public,1,1,L131,https://fr.web.img4.acsta.net/img/f5/f3/f5f37444f34efe37d3bd982f577f0473.jpg,auto (1 séances / 1 salles)
F0328,Pâques sanglantes,paques-sanglantes,fiction,1,1,L125,https://films.cinemas-utopia.org/wp-content/uploads/2026/05/Paques-sanglantes-COUV.jpg,auto (1 séances / 1 salles)
F0329,Quelques jours à Nagi,quelques-jours-a-nagi,festival_avp,1,1,L144,https://fr.web.img3.acsta.net/img/4b/e3/4be345082319bb27da57328e0e916dcb.jpg,auto (1 séances / 1 salles)
F0330,Quelques mots d'amour,quelques-mots-damour,festival_avp,1,1,L142,https://fr.web.img3.acsta.net/img/73/48/73486ed7563420cda38bf189f1e97867.jpg,auto (1 séances / 1 salles)
F0331,Rencontres du troisième type,rencontres-du-troisieme-type,patrimoine_retro,1,1,L131,https://fr.web.img6.acsta.net/pictures/17/11/27/16/02/4801393.jpg,auto (1 séances / 1 salles)
F0332,Rencontres du troisième type (Close Encounters of the Third Kind),rencontres-du-troisieme-type-close-encounters-of-the-third-kind,patrimoine_retro,1,1,L131,https://fr.web.img6.acsta.net/pictures/17/11/27/16/02/4801393.jpg,auto (1 séances / 1 salles)
F0333,Requiem for a Dream,requiem-for-a-dream,patrimoine_retro,1,1,L138,https://fr.web.img2.acsta.net/img/b8/e5/b8e5300edd77457fd714af51e065e658.jpg,auto (1 séances / 1 salles)
F0334,Resident Evil,resident-evil,fiction,1,1,L140,https://fr.web.img5.acsta.net/img/26/36/26361c61500df7070f3524fe56c83103.jpg,auto (1 séances / 1 salles)
F0335,Retour au collège,retour-au-college,fiction,1,1,L126,https://films.cinemas-utopia.org/wp-content/uploads/2026/07/Retour-au-college-COUV.jpg,auto (1 séances / 1 salles)
F0336,Riz amer,riz-amer,patrimoine_retro,1,1,L126,https://films.cinemas-utopia.org/wp-content/uploads/2005/12/Riz-Amer-COUV.jpg,auto (1 séances / 1 salles)
