event_id|programme_id|artiste_id|image_url|alt|credit|licence
E390|||https://www.cave-poesie.com/wp-content/uploads/2026/06/site-web-6.jpg|EN BAL ET VOUS ! — Astor et la Patronne — Cave Poésie René-Gouzenne|Cave Poésie René-Gouzenne (cave-poesie.com)|Droits réservés — usage éditorial source lieu
EHG002|||https://cdt31.media.tourinsoft.eu/upload/BUZET---compagnie-atao--Antoine-Bassaler.jpg?width=1200&height=630&crop=1|31 notes d'été — Buzet-sur-Tarn — La Promenade|Haute-Garonne Tourisme / Tourinsoft (hautegaronnetourisme.com)|Droits réservés — usage éditorial source lieu
EHG001|||https://www.ville-pechbonnieu.fr/wp-content/uploads/2024/06/31-notes.png|31 notes d'été — Pechbonnieu — Esplanade de la Mairie|Ville de Pechbonnieu (ville-pechbonnieu.fr)|Droits réservés — usage éditorial source lieu
EHG005|||https://festivalramonville-arto.fr/public/images/spectacle/1494/houriaa.jpg|Préambule Festival de rue de Ramonville — Bagatelle — Houriaa|Festival ARTO / Ramonville (festivalramonville-arto.fr)|Droits réservés — usage éditorial source lieu
EHG006|||https://festivalramonville-arto.fr/public/images/spectacle/1476/sax-machines-c-helene-nugnes.jpg|Préambule Festival de rue de Ramonville — Labège — Sax Machines|Festival ARTO / Ramonville (festivalramonville-arto.fr)|Droits réservés — usage éditorial source lieu
EHG007|||https://festivalramonville-arto.fr/public/images/cover/BANNIERE_feu.jpg|Festival de rue de Ramonville 2026 — Le Kiwi (ARTO)|Festival ARTO / Ramonville (festivalramonville-arto.fr)|Droits réservés — usage éditorial source lieu
EHG008|||https://data.by-night.fr/uploads/documents/2026/08/01/566c884dc6764451be83fc5698dd77c0-full-image-6a6d7080a7ad7629026599.jpg|Lancement de la saison culturelle départementale — Espace Roguet|Espace Roguet / CD31 via by-night.fr|Droits réservés — usage éditorial source lieu
ETMP_L128_115256_0918|||https://image.tmdb.org/t/p/w500/fHjduhNt6O7LPPg4Wpvv9B4KO3l.jpg|Ce n'est pas l'homosexuel qui est pervers… — Le Cratère|TMDB / AlloCiné fiche 115256|Droits réservés — usage éditorial source lieu
E610|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/a1fe7959-baa1-4d95-b37d-b2f9564b238b.png|Le Centre culturel de Jean Montariol — Centre culturel Renan|Centres culturels Toulouse / Secutix|Droits réservés — usage éditorial source lieu
E530|||https://laplacedeladanse.com/images/illustrations_fr/illu_page_1365T2.jpg|On fait pas d'omelette sans casser des œufs — La Place de la Danse|La Place de la Danse CDCN (laplacedeladanse.com)|Droits réservés — usage éditorial source lieu
EHG011|||https://cdt31.media.tourinsoft.eu/upload/SUSPEND-S.jpg|Suspend's — Archives départementales de la Haute-Garonne|Haute-Garonne Tourisme / Tourinsoft|Droits réservés — usage éditorial source lieu
ETMP_L138_1000017492_0921|||https://image.tmdb.org/t/p/w500/yioY8xPjLygGezkrRs7yf01BQ7P.jpg|Panic Room — Pathé Toulouse Labège|TMDB (Quarto do Pânico 2025) / AlloCiné 1000017492|Droits réservés — usage éditorial source lieu
E300|||https://cdn.openagenda.com/main/122275e848ba481381adcf407526e8ce.base.image.jpg|Rusalka — Théâtre du Capitole|Opéra national du Capitole / OpenAgenda|Droits réservés — usage éditorial source lieu
E531|||https://laplacedeladanse.com/images/illustrations_fr/illu_page_1449T2.jpg|Présentation saison 2026-2027 — La Place de la Danse|La Place de la Danse CDCN (laplacedeladanse.com)|Droits réservés — usage éditorial source lieu
E578|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/b7dc9ca7-dd0b-4fb6-956b-012cd6e11b09.jpg|Favo part en liv(r)e — Centre culturel Espace JOB|Centres culturels Toulouse / Secutix|Droits réservés — usage éditorial source lieu
E310|||https://theatre-cite.com/assets/uploads/2026/05/ChristopheRAYNAUDDELAGE_240702_RdL_3120.jpg|Qui som? — Baro d'evel — ThéâtredelaCité|Théâtre de la Cité CDN (theatre-cite.com)|Droits réservés — usage éditorial source lieu
E395|||https://www.cave-poesie.com/wp-content/uploads/2026/02/TENTATIVE-EPUISEMENT_web-menu.jpg|Tentative d'épuisement #1 — Cave Poésie René-Gouzenne|Cave Poésie René-Gouzenne (cave-poesie.com)|Droits réservés — usage éditorial source lieu
E381|||https://www.theatredupontneuf.fr/wp-content/uploads/2026/05/LUsine.jpg|L'histoire incroyable… usine TU — Théâtre du Pont Neuf|Théâtre du Pont Neuf (theatredupontneuf.fr)|Droits réservés — usage éditorial source lieu
E640|||https://theatredepochetoulouse.fr/wp-content/uploads/2026/07/2026-09-23.jpg|Patchwork — Théâtre de Poche|Théâtre de Poche (theatredepochetoulouse.fr)|Droits réservés — usage éditorial source lieu
E484|||https://www.greniertheatre.org/wp-content/uploads/2026/04/Comme-ils-disent-Header.jpg|Comme ils Disent — Le Grenier Théâtre|Le Grenier Théâtre (greniertheatre.org)|Droits réservés — usage éditorial source lieu
E449|||https://www.box.fr/media/cache/fiche/images/0389ddfc919a7f4750a626a165ddc0ffb34a127a.jpg|LA DAME DE PIERRE — Zénith Toulouse Métropole|box.fr / Symphonia Productions (billetterie)|Droits réservés — usage éditorial source lieu
E014|||https://www.lesabattoirs.org/wp-content/uploads/2026/02/biomimetisme-expo-1920x0-c-default.jpg|Visite guidée — secrets d'un accrochage — Les Abattoirs|Les Abattoirs (lesabattoirs.org)|Droits réservés — usage éditorial source lieu
E616|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/5c71273f-2285-4726-b7c1-117bbae0abf1.jpg|Akousmaflore - Visite Flash — Centre culturel Soupetard|Centres culturels Toulouse / Secutix|Droits réservés — usage éditorial source lieu
E400|||https://theatrelefilaplomb.fr/wp-content/uploads/2026/07/1000003784-scaled.jpg|Vernissage Prune — Théâtre le Fil à Plomb|Théâtre le Fil à Plomb (theatrelefilaplomb.fr)|Droits réservés — usage éditorial source lieu
E551|||https://s3.eu-west-3.amazonaws.com/content-tmcsi-prod-secutix-jfrr5x67/images/catalog/product/large/7d1cc2b7-c263-4a67-ac72-c6003f653acd.jpg|Murmures avec Princess OG — Centre culturel Saint-Cyprien|Centres culturels Toulouse / Secutix|Droits réservés — usage éditorial source lieu
