entity_id,kind,date,ville,lieu_nom,lieu_id,source_url,scope
F0017,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.314942&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260825&perft=11:00",toulouse
F0024,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.315380&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260825&perft=11:00",toulouse
F0011,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.1000002942&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260825&perft=13:30",toulouse
F0008,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.1000016503&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260825&perft=13:30",toulouse
F0006,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.314503&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260825&perft=13:30",toulouse
F0004,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260825&perft=13:50",toulouse
F0005,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.188280&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260825&perft=14:00",toulouse
F0002,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.1000013045&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260825&perft=14:00",toulouse
F0014,film,2026-08-25,Muret,Véo Muret,L147,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3161&gid_entity=movie.movie._.316021&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260825&perft=18:00",toulouse
F0103,film,2026-08-25,Castanet-Tolosan,MJC Ciné 113,L148,"https://relay.mvtx.us/ticketing/dbz?code_theater=P2235&gid_entity=movie.movie._.1000003105&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260825&perft=14:15&code=VF",toulouse
F0001,film,2026-08-25,Castanet-Tolosan,MJC Ciné 113,L148,"https://relay.mvtx.us/ticketing/dbz?code_theater=P2235&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260825&perft=17:15&code=VF",toulouse
F0372,film,2026-08-25,Castanet-Tolosan,MJC Ciné 113,L148,"https://relay.mvtx.us/ticketing/dbz?code_theater=P2235&gid_entity=movie.movie._.326124&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260825&perft=20:15&code=VF",toulouse
A0256,live,2026-08-26,Toulouse,Les Jardins de Candie,L092,https://lesjardinsdecandie.com/,toulouse
F0005,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13457,toulouse
F0051,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13341,toulouse
F0069,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13240,toulouse
F0013,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13459,toulouse
F0056,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13551,toulouse
F0049,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13765,toulouse
F0065,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13430,toulouse
F0002,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13767,toulouse
F0035,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13722,toulouse
F0010,film,2026-08-26,Toulouse,Utopia Borderouge,L125,https://toulouse.cinemas-utopia.org/film/?id=13449,toulouse
F0012,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13805,toulouse
F0005,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13457,toulouse
F0037,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13251,toulouse
F0096,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=6729,toulouse
F0027,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13806,toulouse
F0034,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13462,toulouse
F0049,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13765,toulouse
F0002,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13767,toulouse
F0010,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13449,toulouse
F0013,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13459,toulouse
F0028,film,2026-08-26,Tournefeuille,Utopia Tournefeuille,L126,https://toulouse.cinemas-utopia.org/film/?id=13804,toulouse
F0169,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.274108&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=10:45&code=VF; DISABLED ACCESS",toulouse
F0239,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.925&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=10:45&code=VF; DISABLED ACCESS",toulouse
F0042,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.308394&tags=Showtime.Accessibility.Subtitled,Localization.Version.Original,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=11:30&code=VO; SUBTITLE; DISABLED ACCESS",toulouse
F0026,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.1000041528&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=11:45&code=VF; DISABLED ACCESS",toulouse
F0058,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.1000032278&tags=Showtime.Accessibility.Subtitled,Localization.Version.Original,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=13:45&code=VO; SUBTITLE; DISABLED ACCESS",toulouse
F0005,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.188280&tags=Showtime.Accessibility.Subtitled,Localization.Version.Original,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=14:00&code=VO; SUBTITLE; DISABLED ACCESS",toulouse
F0012,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.327993&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=14:30&code=VF; DISABLED ACCESS",toulouse
F0050,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.1000034332&tags=Showtime.Accessibility.Subtitled,Localization.Version.Original,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=16:50&code=VO; SUBTITLE; DISABLED ACCESS",toulouse
F0101,film,2026-08-26,Toulouse,Cinéma ABC,L127,https://abc-toulouse.fr/1262-wake-in-fright-reveil-dans-la-terreur.html,toulouse
F0075,film,2026-08-26,Toulouse,Cinéma ABC,L127,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0071&gid_entity=movie.movie._.6796&tags=Showtime.Accessibility.Subtitled,Localization.Version.Original,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=21:00&code=VO; SUBTITLE; DISABLED ACCESS",toulouse
F0404,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.279261&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260826&perft=10:00&code=VF",toulouse
F0140,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.1000007567&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=11:25&code=VO",toulouse
F0117,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.1000022261&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=13:10&code=VO",toulouse
F0167,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.213641&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260826&perft=14:55&code=VF",toulouse
F0051,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.1000031160&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=16:25&code=VO",toulouse
F0070,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.289867&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=18:00&code=VO",toulouse
F0080,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.1000017192&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=20:05&code=VO",toulouse
F0010,film,2026-08-26,Toulouse,Le Cratère,L128,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0056&gid_entity=movie.movie._.1000037046&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=21:35&code=VO",toulouse
F0248,film,2026-08-26,Toulouse,Cinémathèque de Toulouse,L131,https://www.lacinemathequedetoulouse.com/programmation/agenda,toulouse
F0220,film,2026-08-26,Toulouse,Cinémathèque de Toulouse,L131,https://www.lacinemathequedetoulouse.com/programmation/agenda,toulouse
F0219,film,2026-08-26,Toulouse,Cinémathèque de Toulouse,L131,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0062&gid_entity=movie.movie._.55567&tags=Showtime.Accessibility.Subtitled,Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=21:30&code=VO; SUBTITLE",toulouse
A0024,live,2026-08-26,Blagnac,Poney Club,L132,https://31.agendaculturel.fr/festival/poney-club.html,toulouse
F0054,film,2026-08-26,Toulouse,Pathé Toulouse Wilson,L137,,toulouse
F0002,film,2026-08-26,Toulouse,Pathé Toulouse Wilson,L137,,toulouse
F0002,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0054,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0003,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0001,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0015,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0009,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0017,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0007,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0004,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0006,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0008,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0016,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0019,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0011,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0021,film,2026-08-26,Labège,Pathé Toulouse Labège,L138,,toulouse
F0002,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.1000013045&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:30&code=Accès PMR; VF;",toulouse
F0001,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Auditorium.Experience.DolbyAtmos&perfd=20260826&perft=10:30&code=Accès PMR; Dolby Atmos; VF;",toulouse
F0054,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.29276&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.4k,Auditorium.Experience.Ice,Auditorium.Experience.DolbyAtmos&perfd=20260826&perft=10:30&code=4K; Accès PMR; Dolby Atmos; ICE; VF;",toulouse
F0110,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.1000041813&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:30&code=Accès PMR; VF;",toulouse
F0014,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.316021&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:40&code=Accès PMR; VF;",toulouse
F0017,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.314942&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:40&code=Accès PMR; VF;",toulouse
F0038,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.1000022217&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:40&code=Accès PMR; VF;",toulouse
F0007,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.257425&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:45&code=Accès PMR; VF;",toulouse
F0009,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:45&code=Accès PMR; VF;",toulouse
F0016,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.313256&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:45&code=Accès PMR; VF;",toulouse
F0024,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.315380&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:45&code=Accès PMR; VF;",toulouse
F0003,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.1000014969&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=10:45&code=Accès PMR; VF;",toulouse
F0004,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=11:00&code=Accès PMR; VF;",toulouse
F0029,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.1000022546&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=11:00&code=Accès PMR; VF;",toulouse
F0019,film,2026-08-26,Blagnac,CGR Blagnac,L139,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0692&gid_entity=movie.movie._.321617&tags=Localization.Language.French,Showtime.Accessibility.Accessible&perfd=20260826&perft=13:30&code=Accès PMR; VF;",toulouse
F0013,film,2026-08-26,Toulouse,American Cosmograph,L141,https://american-cosmograph.fr/soudain.html,toulouse
F0027,film,2026-08-26,Toulouse,American Cosmograph,L141,https://american-cosmograph.fr/decorado.html,toulouse
F0009,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.320681&tags=Showtime.Accessibility.Accessible,Localization.Version.French,Format.Projection.Digital&perfd=20260826&perft=13:15&code=apd03a; PMR; 2D; VF; ",toulouse
F0004,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.1000032856&tags=Showtime.Accessibility.Accessible,Localization.Version.French,Format.Projection.Digital&perfd=20260826&perft=13:45&code=SME; AUDIO; PMR; 2D; VF; ",toulouse
F0003,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.1000014969&tags=Showtime.Accessibility.Accessible,Localization.Version.French,Format.Projection.Digital&perfd=20260826&perft=14:00&code=SME; AUDIO; GRETA; PMR; 2D; VF; ",toulouse
F0007,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.257425&tags=Showtime.Accessibility.Accessible,Localization.Version.French,Format.Projection.Digital&perfd=20260826&perft=14:00&code=apd06a; PMR; 2D; VF; ",toulouse
F0002,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.1000013045&tags=Showtime.Accessibility.Accessible,Localization.Subtitle.French,Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=14:00&code=SME; AUDIO; GRETA; PMR; 2D; VO; ",toulouse
F0005,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.188280&tags=Showtime.Accessibility.Accessible,Localization.Subtitle.French,Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=14:10&code=PMR; 2D; VO; ",toulouse
F0001,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.276608&tags=Showtime.Accessibility.Accessible,Localization.Subtitle.French,Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=15:15&code=SME; AUDIO; GRETA; PMR; 2D; VO; ",toulouse
F0016,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.313256&tags=Showtime.Accessibility.Accessible,Localization.Version.French,Format.Projection.Digital&perfd=20260826&perft=15:45&code=SME; AUDIO; GRETA; apd06a; PMR; 2D; VF; ",toulouse
F0006,film,2026-08-26,Toulouse,UGC Montaudran,L142,"https://relay.mvtx.us/ticketing/dbz?code_theater=W3140&gid_entity=movie.movie._.314503&tags=Showtime.Accessibility.Accessible,Localization.Subtitle.French,Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=22:00&code=SME; AUDIO; GRETA; PMR; 2D; VO; ",toulouse
F0009,film,2026-08-26,Ramonville-Saint-Agne,L'Autan,L143,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0881&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=16:00&code=VF; DISABLED ACCESS",toulouse
F0093,film,2026-08-26,Ramonville-Saint-Agne,L'Autan,L143,https://cine-autan-ramonville.fr/programme,toulouse
F0001,film,2026-08-26,Ramonville-Saint-Agne,L'Autan,L143,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0881&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Accessible,Format.Projection.Digital&perfd=20260826&perft=20:30&code=VF; DISABLED ACCESS",toulouse
F0133,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.284565&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260826&perft=10:00",toulouse
F0357,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.250709&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260826&perft=10:00",toulouse
F0020,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.294280&tags=Localization.Language.French,Format.Projection.Digital,Format.Sound.71&perfd=20260826&perft=10:40",toulouse
F0009,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260826&perft=11:00",toulouse
F0030,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000019899&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260826&perft=11:00",toulouse
F0016,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.313256&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260826&perft=11:00",toulouse
F0024,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.315380&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260826&perft=11:00",toulouse
F0013,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000024105&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=13:30",toulouse
F0010,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000037046&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260826&perft=13:30",toulouse
F0050,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.1000034332&tags=Localization.Language.French,Format.Projection.Digital&perfd=20260826&perft=13:30",toulouse
F0007,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.257425&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital&perfd=20260826&perft=13:50",toulouse
F0017,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.314942&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260826&perft=14:00",toulouse
F0001,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.276608&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Format.Sound.71&perfd=20260826&perft=15:10",toulouse
F0005,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.188280&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=15:30",toulouse
F0409,film,2026-08-26,Colomiers,Véo Grand Central Colomiers,L144,"https://relay.mvtx.us/ticketing/dbz?code_theater=P6864&gid_entity=movie.movie._.327936&tags=Localization.Version.Original,Format.Projection.Digital&perfd=20260826&perft=21:00",toulouse
F0020,film,2026-08-26,Plaisance-du-Touch,Ecran7 Plaisance,L145,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.294280&tags=Localization.Language.French,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260826&perft=13:30",toulouse
F0004,film,2026-08-26,Plaisance-du-Touch,Ecran7 Plaisance,L145,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000032856&tags=Localization.Language.French,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260826&perft=13:45",toulouse
F0009,film,2026-08-26,Plaisance-du-Touch,Ecran7 Plaisance,L145,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.320681&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260826&perft=13:45",toulouse
F0065,film,2026-08-26,Plaisance-du-Touch,Ecran7 Plaisance,L145,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.1000043585&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,BoostPos.Autres.Cg,BoostPos.Image.2D,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260826&perft=15:45",toulouse
F0024,film,2026-08-26,Plaisance-du-Touch,Ecran7 Plaisance,L145,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.315380&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,BoostPos.Image.2D,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260826&perft=16:00",toulouse
F0006,film,2026-08-26,Plaisance-du-Touch,Ecran7 Plaisance,L145,"https://relay.mvtx.us/ticketing/dbz?code_theater=P0918&gid_entity=movie.movie._.314503&tags=Localization.Language.French,Showtime.Accessibility.Dubbed,Format.Projection.Digital,Showtime.Accessibility.Accessible&perfd=20260826&perft=16:30",toulouse
